Disease_ID,Gene_ID
C0151786,3141
C0151786,3150
C0151786,3454
C0151786,3455
C0151786,3460
C0151786,3588
C0151786,3753
C0151786,3763
C0151786,3772
C0151786,406947
C0151786,4513
C0151786,4600
C0151786,4685
C0151786,5121
C0151786,51227
C0151786,5376
C0151786,53820
C0151786,539
C0151786,54014
C0151786,54069
C0151786,54093
C0151786,54097
C0151786,54101
C0151786,54102
C0151786,54148
C0151786,54943
C0151786,56246
C0151786,56911
C0151786,571
C0151786,57466
C0151786,58494
C0151786,63977
C0151786,6450
C0151786,6453
C0151786,6493
C0151786,64968
C0151786,6526
C0151786,6651
C0151786,7074
C0151786,7113
C0151786,7267
C0151786,7273
C0151786,7485
C0151786,757
C0151786,8208
C0151786,8624
C0151786,873
C0151786,874
C0151786,8867
C0151786,9073
C0151786,94104
C0151786,9499
C0151786,9551
C0151786,9875
C0151786,9946
C0151786,9980
C0151786,9992
C0878544,10060
C0878544,116
C0878544,1431
C0878544,1432
C0878544,156
C0878544,1824
C0878544,1829
C0878544,23171
C0878544,27063
C0878544,282996
C0878544,3920
C0878544,3939
C0878544,4217
C0878544,4512
C0878544,4625
C0878544,4720
C0878544,4973
C0878544,51422
C0878544,54968
C0878544,5502
C0878544,554
C0878544,5563
C0878544,57158
C0878544,57724
C0878544,7066
C0878544,7137
C0878544,7414
C0878544,7840
C0878544,79188
C0878544,8048
C0878544,84665
C0878544,84676
C0878544,85366
C0878544,873
C0878544,88
C0878544,91624
C0878544,9499
C0878544,9997
C0311375,10142
C0311375,10308
C0311375,10443
C0311375,22902
C0311375,23043
C0311375,2803
C0311375,2921
C0311375,29896
C0311375,3304
C0311375,3398
C0311375,366
C0311375,3759
C0311375,3858
C0311375,414062
C0311375,4616
C0311375,4714
C0311375,4860
C0311375,4929
C0311375,5209
C0311375,54345
C0311375,54469
C0311375,55422
C0311375,57162
C0311375,57412
C0311375,5806
C0311375,5991
C0311375,5996
C0311375,6314
C0311375,6421
C0311375,6498
C0311375,6730
C0311375,6742
C0311375,7109
C0311375,7130
C0311375,7324
C0311375,79101
C0311375,8554
C0311375,8615
C0311375,8870
C0311375,8975
C0311375,9034
C0311375,9308
C0311375,9562
